CO_IES;NO_IES;SGL_IES;CO_MANTENEDORA;CO_CATEGORIA_ADMINISTRATIVA;DS_CATEGORIA_ADMINISTRATIVA;CO_ORGANIZACAO_ACADEMICA;DS_ORGANIZACAO_ACADEMICA;CO_MUNICIPIO_IES;NO_MUNICIPIO_IES;CO_UF_IES;SGL_UF_IES;NO_REGIAO_IES;IN_CAPITAL_IES;QT_TEC_TOTAL;QT_TEC_FUND_INCOMP_FEM;QT_TEC_FUND_INCOMP_MASC;QT_TEC_FUND_COMP_FEM;QT_TEC_FUND_COMP_MASC;QT_TEC_MEDIO_FEM;QT_TEC_MEDIO_MASC;QT_TEC_SUPERIOR_FEM;QT_TEC_SUPERIOR_MASC;QT_TEC_ESPECIALIZACAO_FEM;QT_TEC_ESPECIALIZACAO_MASC;QT_TEC_MESTRADO_FEM;QT_TEC_MESTRADO_MASC;QT_TEC_DOUTORADO_FEM;QT_TEC_DOUTORADO_MASC;IN_ACESSO_PORTAL_CAPES;IN_ACESSO_OUTRAS_BASES;IN_REFERENTE;VL_RECEITA_PROPRIA;VL_TRANSFERENCIA;VL_OUTRA_RECEITA;VL_DES_PESSOAL_REM_DOCENTE;VL_DES_PESSOAL_REM_TECNICO;VL_DES_PESSOAL_ENCARGO;VL_DES_CUSTEIO;VL_DES_INVESTIMENTO;VL_DES_PESQUISA;VL_DES_OUTRAS
32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;32;2;Pública Estadual;1;Universidade;2704302;MACEIO;27;AL;Nordeste;1;551;0;0;21;40;171;77;121;81;12;19;3;3;2;1;0;1;2;3224863.4;2694739.8;0;916034.6;773031.4;185797.2;3798300055;98439053;0;0
2200;FACULDADE VALE DO GORUTUBA;FAVAG;1444;4;Privada com fins lucrativos;3;Faculdade;3145059;NOVA PORTEIRINHA;31;MG;Sudeste;0;37;0;0;2;8;7;2;8;3;3;3;1;0;0;0;1;0;1;6667755;0;0;1999028.2;48384.2;366538;1201831.2;679992.4;69827;30067.4
715;FAE CENTRO UNIVERSITÁRIO;FAE;478;5;Privada sem fins lucrativos;2;Centro Universitário;4106902;CURITIBA;41;PR;Sul;1;142;0;0;1;5;49;31;39;8;8;1;0;0;0;0;1;1;2;55598438.2;0;115468.4;12061201.4;9172258.4;6836214.6;9444735;6238467.8;114727.4;9123867
3876;AVM - FACULDADE INTEGRADA;IAVM;3170;4;Privada com fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;15;0;0;0;0;3;4;1;2;2;3;0;0;0;0;1;1;2;1207284;0;0;539408;95658;330008;64244;0;73411;0
3299;FACULDADE DE TECNOLOGIA INFORMÁTICA;FATI;2086;4;Privada com fins lucrativos;3;Faculdade;2304400;FORTALEZA;23;CE;Nordeste;1;15;0;0;2;1;0;2;4;0;3;1;0;1;1;0;1;0;2;34393;0;8020.2;36833.2;10082;0;125.8;0;2690.6;6664.8
3513;FACULDADE DE PRESIDENTE VENCESLAU;FAPREV;289;5;Privada sem fins lucrativos;3;Faculdade;3541505;PRESIDENTE VENCESLAU;35;SP;Sudeste;0;33;0;0;10;0;9;0;11;0;2;0;0;0;1;0;1;0;1;227387482;0;1315167.4;73184847.8;27444318;18296212;34305397.4;13722159;16009185.4;6861079.4
4025;FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO;FATECRP;33;2;Pública Estadual;3;Faculdade;3549805;SAO JOSE DO RIO PRETO;35;SP;Sudeste;0;16;0;0;0;0;1;0;5;4;5;1;0;0;0;0;1;1;2;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
1115;FACULDADE SANTA TEREZINHA;CEST;772;5;Privada sem fins lucrativos;3;Faculdade;2111300;SAO LUIS;21;MA;Nordeste;1;145;1;12;5;11;42;35;27;4;5;3;0;0;0;0;1;1;2;19083967.8;0;2176947.4;8929250.8;3498933.8;2453963.6;2679143.2;394686.2;0;1247012.6
18099;Faculdade de Tecnologia de Diadema Luigi Papaiz;FATEC DIADEMA;33;2;Pública Estadual;3;Faculdade;3513801;DIADEMA;35;SP;Sudeste;0;7;0;0;0;0;2;1;2;1;1;0;0;0;0;0;1;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
2581;FACULDADE SÃO SALVADOR;FSS;1676;4;Privada com fins lucrativos;3;Faculdade;2927408;SALVADOR;29;BA;Nordeste;1;41;1;1;4;3;6;21;3;1;1;0;0;0;0;0;1;1;1;9025885.8;0;0;2208517.8;575514.8;2115184.6;687267.2;613631.6;0;1153627.2
13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;13;5;Privada sem fins lucrativos;1;Universidade;4305108;CAXIAS DO SUL;43;RS;Sul;0;1278;129;36;84;46;304;193;265;78;87;29;17;6;3;1;1;1;2;271850784;0;28215832;95310274;33487393;42181707;116991876;9224663;12462837;0
2270;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;FAEX;1477;5;Privada sem fins lucrativos;3;Faculdade;3125101;EXTREMA;31;MG;Sudeste;0;54;2;4;4;2;16;6;6;3;9;2;0;0;0;0;1;1;2;10739527;7920;1261000;2568136.8;1748267;2100652.8;2994135.8;2725552.4;0;0
430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;299;5;Privada sem fins lucrativos;2;Centro Universitário;4113700;LONDRINA;41;PR;Sul;0;546;47;33;37;25;120;92;87;29;46;19;2;2;2;5;0;0;1;56911541.6;188599.8;14175239.4;17214366.6;7875382.4;2495771;22997239;1501117.4;1642847.6;24424845.6
4169;FACULDADE NOSSA CIDADE;FNC;2617;4;Privada com fins lucrativos;3;Faculdade;3510609;CARAPICUIBA;35;SP;Sudeste;0;109;6;4;6;6;26;30;9;4;2;2;5;7;0;2;1;1;1;20865560;0;856656;3937938.4;1641765.6;4092120.4;2614960;3970315;0;3006570.4
4751;FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ;FATECIE;3040;4;Privada com fins lucrativos;3;Faculdade;4118402;PARANAVAI;41;PR;Sul;0;15;0;0;2;0;4;1;2;0;2;2;1;1;0;0;0;1;1;807718.2;0;18199.6;225998.8;106204.8;42025.4;229450.4;132801.6;0;0
1487;FACULDADE DOM BOSCO;FDB;985;4;Privada com fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;97;1;1;12;15;29;12;17;3;0;2;3;2;0;0;0;1;2;18938473;0;588135;5929944;1851601;5357106;9088088;435292;0;676132
5105;FACULDADE INTERNACIONAL SIGNORELLI;;3266;4;Privada com fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;32;2;0;0;3;4;6;8;0;5;0;3;0;1;0;1;1;2;15101262.8;0;0;1687665.6;1527106;2918327.4;4688489.2;0;14687.8;2921610.8
3684;FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA;FESC;2333;5;Privada sem fins lucrativos;3;Faculdade;4105706;CLEVELANDIA;41;PR;Sul;0;6;0;0;1;0;0;1;2;0;2;0;0;0;0;0;1;0;2;601559.4;90000;1567.4;319142.4;59638.2;154047.8;0;0;0;131468.8
1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;471;4;Privada com fins lucrativos;3;Faculdade;3543907;RIO CLARO;35;SP;Sudeste;0;18;4;2;1;0;3;2;1;1;2;0;0;0;1;1;1;1;1;33707626.8;0;223475;9972257.2;3172490.6;5055099.8;0;2858583.8;1480115.4;7063761
2247;Faculdade Dottori;FACDOTT;13474;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;22;0;0;5;2;7;2;4;2;0;0;0;0;0;0;1;0;1;2379866;0;1057.2;573321.2;231028;321739.6;15825.8;65235;30000;212184
11841;FACULDADE EVOLUÇÃO ALTO OESTE POTIGUAR;FACEP;3257;4;Privada com fins lucrativos;3;Faculdade;2409407;PAU DO FERROS;24;RN;Nordeste;0;4;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;1440000;0;0;327000;84000;153000;0;0;25000;25000
4566;ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE;ESTÁCIO FATERN;2861;4;Privada com fins lucrativos;3;Faculdade;2408102;NATAL;24;RN;Nordeste;1;36;0;0;1;1;13;13;5;2;1;0;0;0;0;0;0;1;1;19303279.6;0;11551073.4;2676080.4;949907.4;1155107.4;3557261.4;0;0;1140940.2
1333;FACULDADE CECAP DO LAGO NORTE;CECAP;890;5;Privada sem fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;25;2;1;1;4;2;5;3;2;3;0;1;0;1;0;1;1;1;2375903.8;0;0;855739;287137.2;349224.2;507922.4;0;0;0
763;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;IUESO;519;5;Privada sem fins lucrativos;3;Faculdade;5208707;GOIANIA;52;GO;Centro-Oeste;1;136;14;6;5;9;40;19;15;19;0;2;3;3;1;0;1;1;1;116318839.6;0;24094966;22793362.4;11170991.4;16800244.8;55814179.6;2905531.6;0;219790.6
959;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS;FAFIL;682;4;Privada com fins lucrativos;3;Faculdade;2513703;SANTA RITA;25;PB;Nordeste;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;21016.6;0;0;10500;8100;2416.6;0;0;0;0
3875;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ;UNIFEG;353;5;Privada sem fins lucrativos;2;Centro Universitário;3128709;GUAXUPE;31;MG;Sudeste;0;154;4;2;7;4;12;6;22;5;17;8;22;30;10;5;1;0;1;14073188.6;0;4838547.4;8639556.8;3585952.8;2731160;3043394.6;420664.8;167763;452939.2
1456;FACULDADE ANHANGUERA DE SERTÃOZINHO;FASERT;2600;4;Privada com fins lucrativos;3;Faculdade;3551702;SERTAOZINHO;35;SP;Sudeste;0;21;0;0;1;0;8;3;2;4;0;2;0;1;0;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
20;UNIVERSIDADE DE PASSO FUNDO;UPF;20;5;Privada sem fins lucrativos;1;Universidade;4314100;PASSO FUNDO;43;RS;Sul;0;1278;26;25;39;28;358;302;209;127;83;45;16;13;1;6;1;1;1;240813985.2;5666301.8;53628818.2;78941508.2;30627148.2;45828813.4;83255795;10787625;3924442.6;57716902.2
4748;FACULDADE DE TECNOLOGIA DE SANTA CATARINA;FATESC;3037;4;Privada com fins lucrativos;3;Faculdade;4202909;BRUSQUE;42;SC;Sul;0;4;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;7000;0;0;2240;840;560;1050;420;490;210
866;FACULDADE DE INFORMÁTICA DE CUIABÁ;FIC;605;5;Privada sem fins lucrativos;3;Faculdade;5103403;CUIABA;51;MT;Centro-Oeste;1;18;1;0;2;2;4;5;0;3;0;0;0;1;0;0;1;1;2;297000;0;18000;135000;48500;73000;23000;17000;2000;213
3459;INSTITUTO DE ENSINO SUPERIOR E PESQUISA;INESP;2194;5;Privada sem fins lucrativos;3;Faculdade;3122306;DIVINOPOLIS;31;MG;Sudeste;0;174;6;5;10;4;25;19;34;23;23;3;10;10;2;0;1;1;1;27620950.2;0;233097.2;7594965.6;6469173.8;1436943.8;8302065.2;439539.8;215138;2456686.4
4747;FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE;FARJ;3036;4;Privada com fins lucrativos;3;Faculdade;2926301;RIACHAO DO JACUIPE;29;BA;Nordeste;0;13;1;0;0;0;4;2;0;0;3;0;1;2;0;0;1;1;1;588000;100000;15000;204000;128600;0;25600;180000;15000;18000
1807;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;13984;1;Pública Federal;4;Instituto Federal de Educação, Ciência e Tecnologia;2304400;FORTALEZA;23;CE;Nordeste;1;892;6;24;4;19;102;182;69;78;205;161;25;14;2;1;1;0;2;1122690.2;406231001;625362.8;93965283.4;41905520;45589113.2;92850787.8;77770537;2173724.2;0
2275;FACULDADE DE DIREITO SANTO AGOSTINHO;FADISA;1264;4;Privada com fins lucrativos;3;Faculdade;3143302;MONTES CLAROS;31;MG;Sudeste;0;48;0;0;0;0;16;15;10;1;2;1;3;0;0;0;0;1;1;38703031.6;0;355053.6;8430318.8;4326156.2;6237096.4;8584614.6;1011307.8;2324109.4;2694306.2
606;FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM;FDCI;395;5;Privada sem fins lucrativos;3;Faculdade;3201209;CACHOEIRO DE ITAPEMIRIM;32;ES;Sudeste;0;38;3;2;2;0;6;10;7;2;5;1;0;0;0;0;1;1;2;6572222.4;0;11739.2;1944209.2;1070071.4;1237891;1373572.2;0;0;510237
13783;FACULDADES UNIDAS FEIRA DE SANTANA;UNISANTANA;12729;4;Privada com fins lucrativos;3;Faculdade;2910800;FEIRA DE SANTANA;29;BA;Nordeste;0;9;1;1;0;0;3;1;2;0;1;0;0;0;0;0;1;0;1;426920.2;0;229908.6;277408.6;84022.6;147160.8;100000;978008.4;10000;25000
1499;FACULDADE ANHANGUERA DE TABOÃO DA SERRA;FATS;2600;4;Privada com fins lucrativos;3;Faculdade;3552809;TABOAO DA SERRA;35;SP;Sudeste;0;78;0;2;2;2;32;21;9;10;0;0;0;0;0;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
4077;FACULDADE DE TECNOLOGIA DE GRAVATAÍ;FAQI;2164;4;Privada com fins lucrativos;3;Faculdade;4309209;GRAVATAI;43;RS;Sul;0;20;0;0;0;3;7;3;3;0;0;3;1;0;0;0;1;1;2;4723713;0;15321.2;583682.8;204034;915805.8;0;0;25920;1851737.6
2964;FACULDADE PROJEÇÃO DO GUARÁ;;1921;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;28;0;0;0;1;10;7;7;0;1;1;1;0;0;0;0;1;1;1904461.8;0;46858.6;744346.8;602065.4;377161;557420.6;0;0;20301.8
215;UNIVERSIDADE DO GRANDE ABC;UNIABC;2600;4;Privada com fins lucrativos;1;Universidade;3547809;SANTO ANDRE;35;SP;Sudeste;0;162;9;9;6;4;48;41;29;12;1;0;2;0;1;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
2687;FACULDADE DOM ALBERTO;FDA;1742;4;Privada com fins lucrativos;3;Faculdade;4316808;SANTA CRUZ DO SUL;43;RS;Sul;0;68;0;0;0;0;33;6;11;1;2;2;5;3;3;2;1;0;2;11208645.2;0;0;2218966.6;1720537.8;1659293.6;1759884.2;165940;227282.8;2855770.4
14162;Faculdade Presidente Antônio Carlos de Governador Valadares;FAU G. Valadares;221;5;Privada sem fins lucrativos;3;Faculdade;3127701;GOVERNADOR VALADARES;31;MG;Sudeste;0;84;4;1;5;6;18;15;8;2;15;3;3;4;0;0;1;1;2;7253158;0;1962501.2;2546598.6;1371244.8;1305947.8;3845663.2;22392.8;0;0
1427;FACULDADE DA SERRA GAÚCHA;FSG;943;4;Privada com fins lucrativos;3;Faculdade;4305108;CAXIAS DO SUL;43;RS;Sul;0;125;0;0;2;2;59;19;22;4;9;5;0;2;0;1;0;1;2;51742860.6;0;1151173.4;12707699.4;2917274;5569319;9567276.6;24493208.2;0;0
473;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO;FCEACDB;327;5;Privada sem fins lucrativos;3;Faculdade;3304201;RESENDE;33;RJ;Sudeste;0;102;2;4;8;5;17;12;32;18;2;0;0;2;0;0;0;0;1;13040708;0;13237007.6;3637727.2;1505602.8;1463052.4;1705502.6;1896756;63745.2;6295346.6
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;98;5;Privada sem fins lucrativos;2;Centro Universitário;3543402;RIBEIRAO PRETO;35;SP;Sudeste;0;381;7;14;5;5;128;78;68;40;10;11;5;2;5;3;0;1;2;61272315.8;0;2912845;13085014;7696879.6;13934446.4;24360951.4;1280802;0;4967984
1827;FACULDADE LUTERANA DE TEOLOGIA;FLT;3296;5;Privada sem fins lucrativos;3;Faculdade;4215802;SAO BENTO DO SUL;42;SC;Sul;0;15;0;1;0;0;6;1;3;2;2;0;0;0;0;0;0;0;2;1959760;0;522344.2;568732;347689.4;81017;1441999.4;0;0;1404.6
1469;FACULDADE DE CIÊNCIAS SOCIAIS DE FLORIANÓPOLIS;FCSF;973;4;Privada com fins lucrativos;3;Faculdade;4205407;FLORIANOPOLIS;42;SC;Sul;1;96;7;3;2;0;25;18;29;12;0;0;0;0;0;0;0;0;2;15131425;0;475366;4280834;1310875.2;4259283;0;417122.8;0;4810780
2484;FACULDADE PROCESSUS;PFD;14143;5;Privada sem fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;75;0;0;10;11;23;18;10;2;1;0;0;0;0;0;0;0;2;11072680;0;0;1652307.8;749467.2;1975794.4;2485500;0;1100514;230730
1978;FACULDADE METROPOLITANA DA GRANDE FORTALEZA;FAMETRO;1297;4;Privada com fins lucrativos;3;Faculdade;2304400;FORTALEZA;23;CE;Nordeste;1;125;1;8;11;6;35;25;23;7;3;2;2;2;0;0;0;0;2;26371344;0;3012766.2;5615999.8;1653560.2;5675404.6;3559207.2;4999255.8;30702.8;5093729.6
2831;FACULDADE DOM BOSCO DE GOIOERÊ;DOM BOSCO GOIOERÊ;1195;5;Privada sem fins lucrativos;3;Faculdade;4108601;GOIOERE;41;PR;Sul;0;6;1;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;2;345250.2;0;0;137396.6;9137;17696;57472;0;0;30746
1476;FACULDADES INTEGRADAS INTERAMERICANAS;FAITER;2945;4;Privada com fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;6;0;0;1;0;0;2;1;1;0;0;0;1;0;0;1;0;1;1599081;0;6874;783472;288496;817876;173307;0;0;0
545;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA;FACCI;779;5;Privada sem fins lucrativos;3;Faculdade;3131703;ITABIRA;31;MG;Sudeste;0;161;4;4;13;4;43;17;35;19;10;0;3;7;0;2;0;0;2;14064838.2;0;4761586.4;3725796.4;2048428;5229438.4;4353401.4;0;552264;1850342.8
14150;Faculdade Presidente Antônio Carlos de Montes Claros;FUNEC Montes Claros;221;5;Privada sem fins lucrativos;3;Faculdade;3143302;MONTES CLAROS;31;MG;Sudeste;0;7;0;0;0;0;1;1;3;1;1;0;0;0;0;0;1;0;2;437817.2;279300;210869.6;333680.2;179674;171118;242476;0;0;0
15752;Faculdade de Tecnologia de Guarulhos;FATEC GR;33;2;Pública Estadual;3;Faculdade;3518800;GUARULHOS;35;SP;Sudeste;0;20;0;0;0;0;5;5;4;2;1;0;2;0;0;1;1;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
3979;FACULDADE DE BAURU;-;289;5;Privada sem fins lucrativos;3;Faculdade;3506003;BAURU;35;SP;Sudeste;0;21;0;1;0;0;6;5;4;2;1;2;0;0;0;0;0;1;1;227387482;0;1315167.4;73184847.8;27444318;18296212;34305397.4;13722159;16009185.4;6861079.4
918;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CASCAVEL;FCSAC;647;5;Privada sem fins lucrativos;3;Faculdade;4104808;CASCAVEL;41;PR;Sul;0;379;0;0;25;10;46;34;45;30;57;66;35;29;1;1;0;0;1;20181290;0;3411494.2;5215962.4;4689293;2860109.4;6187069;3623358;99499.6;917492.6
4086;FACULDADE DE TECNOLOGIA JARDIM;FATEJ;2567;4;Privada com fins lucrativos;3;Faculdade;3547809;SANTO ANDRE;35;SP;Sudeste;0;14;0;0;2;0;2;3;3;0;1;1;1;1;0;0;1;1;1;300000;268000;35000;200000;72000;30000;80000;100000;15000;0
13809;FACULDADE SANTO AGOSTINHO DE SETE LAGOAS;FASASETE;1264;4;Privada com fins lucrativos;3;Faculdade;3167202;SETE LAGOAS;31;MG;Sudeste;0;14;1;1;1;1;3;0;1;2;1;0;3;0;0;0;0;1;1;38703031.6;0;355053.6;8430318.8;4326156.2;6237096.4;8584614.6;1011307.8;2324109.4;2694306.2
3817;FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA;FMN JOÃO PESSOA;2405;4;Privada com fins lucrativos;3;Faculdade;2507507;JOAO PESSOA;25;PB;Nordeste;1;56;0;0;1;5;1;0;16;10;6;5;5;4;2;1;1;1;2;41295000;0;669000;5037000;2424000;4537000;4437000;0;0;2036000
1972;FACULDADE TIJUCUSSU;TIJUCUSSU;1295;4;Privada com fins lucrativos;3;Faculdade;3548807;SAO CAETANO DO SUL;35;SP;Sudeste;0;26;0;0;2;1;10;8;1;3;1;0;0;0;0;0;0;0;1;19172328.6;0;0;6135145.2;2300679.4;1533786.2;2875849.4;1150339.8;1342063;575169.8
798;FACULDADES INTEGRADAS DE ARACRUZ;FAACZ;550;5;Privada sem fins lucrativos;3;Faculdade;3200607;ARACRUZ;32;ES;Sudeste;0;85;4;5;11;4;11;8;12;3;22;4;1;0;0;0;0;0;2;15237140.4;0;2877744;3327462.2;2902579.2;3712141.2;2023073.6;454540.4;82501;318375.4
2067;FACULDADE DE CIÊNCIAS EMPRESARIAIS;FACEMP;1359;4;Privada com fins lucrativos;3;Faculdade;2928703;SANTO ANTONIO DE JESUS;29;BA;Nordeste;0;23;0;0;1;2;9;2;3;1;4;1;0;0;0;0;1;1;1;2507611.2;852338.8;10500;945858.8;266475.4;376266.4;718339.6;375540.2;95045.2;351221.2
648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;422;5;Privada sem fins lucrativos;3;Faculdade;3170107;UBERABA;31;MG;Sudeste;0;77;5;9;4;7;10;9;10;6;6;7;1;2;1;0;0;1;1;7530729.6;0;554097.2;3356112.2;1516886.2;1750583.6;1720072.6;85039.6;0;0
3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;1955;4;Privada com fins lucrativos;3;Faculdade;5211503;ITUMBIARA;52;GO;Centro-Oeste;0;11;0;0;0;0;6;0;5;0;0;0;0;0;0;0;1;0;1;764044;0;0;142829;47680;55756.8;11404.8;0;6820;19166.4
4863;FACULDADE PITÁGORAS DE POÇOS DE CALDAS;;1204;4;Privada com fins lucrativos;3;Faculdade;3151800;POCOS DE CALDAS;31;MG;Sudeste;0;36;0;0;0;0;15;6;3;3;0;1;4;3;1;0;0;1;1;320945384;0;9435259;44556093;7642748;34800783;46932001;32312549;0;29786354
2724;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;1768;4;Privada com fins lucrativos;3;Faculdade;2105302;IMPERATRIZ;21;MA;Nordeste;0;69;2;1;2;2;12;12;11;6;10;4;4;2;1;0;0;1;2;13136232.6;0;1874325.6;3919206.6;1353054.8;2854443.4;1990715;4055546;62541.8;274254.4
2098;FACULDADE KURIOS;FAK;1380;5;Privada sem fins lucrativos;3;Faculdade;2307700;MARANGUAPE;23;CE;Nordeste;0;47;0;0;3;3;21;11;5;3;0;0;1;0;0;0;0;1;1;3450300;0;0;1187652.6;356823;305554.6;323051;354671;59826;756892.2
2364;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS;FAP;1546;4;Privada com fins lucrativos;3;Faculdade;1716109;PARAISO DO TOCANTINS;17;TO;Norte;0;15;0;0;1;0;6;1;4;1;2;0;0;0;0;0;1;0;1;150935.4;0;0;43687.2;53379.8;20780.4;1930.4;15780.6;0;13689.2
1903;FACULDADE CRISTO REI;FACCREI;1252;4;Privada com fins lucrativos;3;Faculdade;4106407;CORNELIO PROCOPIO;41;PR;Sul;0;12;0;1;1;2;1;0;1;0;4;1;0;1;0;0;0;0;1;1112390.8;0;0;403309.4;153798.6;173717.8;117480;0;0;0
14297;FACULDADE DE TECNOLOGIA INTENSIVA DE PARNAÍBA;FATECI;13316;4;Privada com fins lucrativos;3;Faculdade;2207702;PARNAIBA;22;PI;Nordeste;0;18;0;0;0;1;0;6;4;1;4;1;0;1;0;0;0;0;2;170696.6;0;0;69792;38800;5583.4;8420;25000;8737.4;0
15687;Faculdade de Tecnologia de Pindamonhangaba;FATEC PI;33;2;Pública Estadual;3;Faculdade;3538006;PINDAMONHANGABA;35;SP;Sudeste;0;14;0;0;0;0;1;2;5;5;1;0;0;0;0;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
493;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ;FACEG;339;5;Privada sem fins lucrativos;3;Faculdade;3518404;GUARATINGUETA;35;SP;Sudeste;0;20;0;1;0;0;5;4;7;2;0;0;1;0;0;0;0;0;1;2650449.2;0;0;848143.8;318054;212036;397567.4;159027;185531.4;79513.4
596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;9088;1;Pública Federal;1;Universidade;3121605;DIAMANTINA;31;MG;Sudeste;0;362;0;0;0;2;38;55;69;65;84;41;3;4;0;1;1;0;2;1146397;227348679;0;45544792.2;21620896;25839147.6;37139254.6;74179099.8;0;0
4037;FACULDADE DE TECNOLOGIA INTENSIVA;FATECI;2535;4;Privada com fins lucrativos;3;Faculdade;2304400;FORTALEZA;23;CE;Nordeste;1;33;0;1;0;0;17;11;4;0;0;0;0;0;0;0;1;1;2;9239175.4;0;138174.4;1661954.6;662583.4;679478;288878;1815671.4;68024.6;2791363
4029;FACULDADE POLITEC;FAP;2530;4;Privada com fins lucrativos;3;Faculdade;3545803;SANTA BARBARA D´OESTE;35;SP;Sudeste;0;28;1;2;1;0;4;6;9;3;1;0;0;1;0;0;0;0;1;2875158;0;0;920050.6;287515.8;230012.6;431273.8;172509.4;201261;86254.8
2623;FACULDADE DO TAPAJÓS;FAT;1703;4;Privada com fins lucrativos;3;Faculdade;1503606;ITAITUBA;15;PA;Norte;0;18;0;1;0;0;2;3;1;1;8;2;0;0;0;0;1;0;2;1097553.6;0;0;180972.6;88497;63840.4;0;95280;0;401220
12625;ESCOLA SUPERIOR DE AVIAÇÃO CIVIL;ESAC;891;4;Privada com fins lucrativos;3;Faculdade;2504009;CAMPINA GRANDE;25;PB;Nordeste;0;38;2;5;0;2;1;1;3;3;4;8;4;2;2;1;0;1;1;61333182.6;0;3230309.2;14417548.8;3099535.6;8587023.6;18362216.8;4807695.2;1382102;0
944;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO;ESPM;412;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;101;0;0;0;5;27;32;10;11;10;3;2;1;0;0;1;1;1;264056951;0;14677267;73330181;42981209;61295831;76865917;20929174;12170923;166262
4239;FACULDADE AÇÃO;FCTVALE;2656;4;Privada com fins lucrativos;3;Faculdade;4214805;RIO DO SUL;42;SC;Sul;0;15;0;0;0;0;2;3;3;1;3;1;1;1;0;0;1;1;1;1376856.8;0;58660;549935.2;221166.4;556455;729881;33979.4;0;557979.8
1428;INSTITUTO DE ENSINO SUPERIOR PLANALTO;IESPLAN;741;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;68;7;1;1;1;14;24;8;7;3;2;0;0;0;0;0;0;1;10146523.2;0;143493;4050150.6;1396451.4;1788435.2;773766.6;852015.8;150000;852203.2
